Run Start Time: 06/23/2019, 10:38:02

model type,kernel type,MAE value,MSE Value
RFR,50-mae-16,0.3599747706422018,0.16456339495833683
RFR,50-mae-32,0.3569105504587156,0.1657007130292063
RFR,50-mae-64,0.3696009174311927,0.17348439710462085
RFR,50-mse-None,0.3768229121159168,0.1732782560632935
RFR,50-mse-2,0.3849890801478896,0.19091470497863894
RFR,50-mse-4,0.3675461993044582,0.17078310702624516
RFR,50-mse-8,0.36617688401048487,0.1740263561484917
RFR,50-mse-16,0.39521462429008297,0.18232034922138968
RFR,50-mse-32,0.3686232907383137,0.17178919703410608
RFR,50-mse-64,0.39868017329255867,0.18510658355908022
RFR,60-mae-None,0.3550133792048931,0.1662655449235007
RFR,60-mae-2,0.384804357798165,0.18962509774107117
RFR,60-mae-4,0.3542354740061162,0.16955951951762394
RFR,60-mae-8,0.36112767584097866,0.16614897765105827
RFR,60-mae-16,0.35573837920489304,0.16155022966136412
RFR,60-mae-32,0.3547496177370031,0.16295985949204617
RFR,60-mae-64,0.3435454892966361,0.15843886086211417
RFR,60-mse-None,0.38004530726663743,0.17798492601954402
RFR,60-mse-2,0.3943378534063634,0.1908424484348372
RFR,60-mse-4,0.3749706038100535,0.17572276944575793
RFR,60-mse-8,0.3761161594097374,0.17400385348792335
RFR,60-mse-16,0.3832717632032427,0.18282185775576176
RFR,60-mse-32,0.39698195172564443,0.18700216424071142
RFR,60-mse-64,0.36949055719382556,0.1711504339137786
RFR,70-mae-None,0.3610763433813894,0.1656617946206343
RFR,70-mae-2,0.3850847968545217,0.19058395699056463
RFR,70-mae-4,0.3592070773263434,0.16707757257772232
RFR,70-mae-8,0.3607290301441678,0.16498085712653893
RFR,70-mae-16,0.3570712975098297,0.16302630684189645
RFR,70-mae-32,0.3691202490170381,0.16903754126808546
RFR,70-mae-64,0.37808158584534735,0.17377195803538154
RFR,70-mse-None,0.37305004524745683,0.17339314089180954
RFR,70-mse-2,0.3796177855967178,0.1848062242798763
RFR,70-mse-4,0.3792175492389851,0.1797100639978596
RFR,70-mse-8,0.3802092356820404,0.17555250309993892
RFR,70-mse-16,0.382910632372215,0.1747477840674809
RFR,70-mse-32,0.3780195500218436,0.17337977266519217
RFR,70-mse-64,0.37961874336890716,0.175072330597646
RFR,80-mae-None,0.3840105504587155,0.17440586815293327
RFR,80-mae-2,0.37646055045871574,0.18435536251525553
RFR,80-mae-4,0.35530883027522936,0.16758308956253684
RFR,80-mae-8,0.3793018922018349,0.17283175614229132
RFR,80-mae-16,0.3814669151376147,0.1754537273303226
RFR,80-mae-32,0.36955848623853216,0.16937104226285676
RFR,80-mae-64,0.3729615825688074,0.17025072736275362
RFR,80-mse-None,0.36561781550349504,0.16908807877124543
RFR,80-mse-2,0.37888577626095316,0.18320486204267655
RFR,80-mse-4,0.37611202631307283,0.17411712004695
RFR,80-mse-8,0.3730272203109073,0.17324876757631952
RFR,80-mse-16,0.36929312435462097,0.17200494109180847
RFR,80-mse-32,0.38162015003822636,0.1765446070293696
RFR,80-mse-64,0.37911318397771954,0.17614541268399742
RFR,90-mae-None,0.37212833843017334,0.17158551257359772
RFR,90-mae-2,0.384778491335372,0.1862685903703496
RFR,90-mae-4,0.377737003058104,0.1766527716730001
RFR,90-mae-8,0.3599770642201835,0.16615238307142544
RFR,90-mae-16,0.3597642711518859,0.16454884085857602
RFR,90-mae-32,0.36141692150866467,0.1666009569433924
RFR,90-mae-64,0.3680561162079511,0.17018455451999828
RFR,90-mse-None,0.3737550594226818,0.17360404094027537
RFR,90-mse-2,0.3838954729274897,0.18636201637485766
RFR,90-mse-4,0.3721731622522907,0.17463922230198992
RFR,90-mse-8,0.3650700754817728,0.16895510972815353
RFR,90-mse-16,0.38326417305794225,0.17715553874849022
RFR,90-mse-32,0.3746554960924227,0.1726947709856885
RFR,90-mse-64,0.38845127056938994,0.18039598032408408
LR,LR,0.36724920574694786,0.20165695960610902
Run Start Time: 06/23/2019, 10:41:15

model type,kernel type,MAE value,MSE Value
SVR,linear,0.3446031152780571,0.17390403244061087
SVR,poly,0.471833489550757,0.2451058828474403
SVR,rbf,0.3758530395311511,0.16725020365823395
SVR,sigmoid,0.8868842915776306,1.2852253594328378
RFR,10-mae-None,0.35831422018348624,0.16727903059506777
RFR,10-mae-2,0.37813899082568814,0.1882679819021968
RFR,10-mae-4,0.4021788990825688,0.1907753871727969
RFR,10-mae-8,0.3561467889908257,0.163225999494992
RFR,10-mae-16,0.36627293577981657,0.16722808160087538
RFR,10-mae-32,0.36470183486238533,0.16769130965406953
RFR,10-mae-64,0.38447247706422016,0.18077314619981483
RFR,10-mse-None,0.36313990825688075,0.16830360159077518
RFR,10-mse-2,0.38346994957027725,0.19714239260146432
RFR,10-mse-4,0.3536574766339675,0.1714695028925616
RFR,10-mse-8,0.39327189820882485,0.18476452148548028
RFR,10-mse-16,0.36565347859327224,0.17645534631653947
RFR,10-mse-32,0.36631288226299696,0.17418361455995335
RFR,10-mse-64,0.3865519877675841,0.18686394850788843
RFR,20-mae-None,0.41706422018348616,0.19349789369581682
RFR,20-mae-2,0.37436926605504595,0.18442100938473197
RFR,20-mae-4,0.38044151376146795,0.17317623595446513
RFR,20-mae-8,0.39775229357798164,0.18102135342142914
RFR,20-mae-16,0.3511697247706422,0.16283198173554414
RFR,20-mae-32,0.3825630733944954,0.1740162362700951
RFR,20-mae-64,0.3566227064220183,0.16710115231251577
RFR,20-mse-None,0.342003494975972,0.1626948942905277
RFR,20-mse-2,0.3866915631267905,0.18281289406354378
RFR,20-mse-4,0.37117567102876736,0.17638326909720203
RFR,20-mse-8,0.37946896843599826,0.1749153708800638
RFR,20-mse-16,0.3781272480704819,0.17331971768852283
RFR,20-mse-32,0.3907544597349643,0.18303133819338585
RFR,20-mse-64,0.3804071100917431,0.17671263072342394
RFR,30-mae-None,0.36956544342507647,0.16810161649169075
RFR,30-mae-2,0.37425030581039753,0.18451942929775833
RFR,30-mae-4,0.3817928134556575,0.18230380567946958
RFR,30-mae-8,0.36975535168195717,0.17004243025746058
RFR,30-mae-16,0.3516819571865443,0.16284446688924425
RFR,30-mae-32,0.34121177370030575,0.15875420664646636
RFR,30-mae-64,0.3607530581039755,0.16612318278951455
RFR,30-mse-None,0.39267767948157856,0.1820080344081098
RFR,30-mse-2,0.3985030391313768,0.1966317147296015
RFR,30-mse-4,0.35428623355143185,0.16970690454070284
RFR,30-mse-8,0.38708115200718407,0.1796533218033884
RFR,30-mse-16,0.389028123634775,0.1804646598425934
RFR,30-mse-32,0.3710144440803844,0.17038273993730174
RFR,30-mse-64,0.3806204856560361,0.17354976189884797
RFR,40-mae-None,0.3583428899082568,0.1691612898219847
RFR,40-mae-2,0.39041020642201835,0.19395642607998062
RFR,40-mae-4,0.36808577981651375,0.169539039758017
RFR,40-mae-8,0.3747047018348624,0.1724655992893065
RFR,40-mae-16,0.34698681192660547,0.16063565284119602
RFR,40-mae-32,0.34309919724770643,0.16140827904059002
RFR,40-mae-64,0.38352637614678897,0.17568798067818364
RFR,40-mse-None,0.3830460854448813,0.17527241380648967
RFR,40-mse-2,0.3927390823505963,0.18840030374639588
RFR,40-mse-4,0.39019767068665556,0.17882867549860781
RFR,40-mse-8,0.3720763638597641,0.17039122091956
RFR,40-mse-16,0.37183881243628947,0.1747671771535058
RFR,40-mse-32,0.36552397790155816,0.1712233550027563
RFR,40-mse-64,0.3649548542849862,0.1682128710429331
RFR,50-mae-None,0.3597018348623854,0.16351741351738075
RFR,50-mae-2,0.37749743119266055,0.18562824050770138
RFR,50-mae-4,0.36345412844036695,0.17013476407709788
RFR,50-mae-8,0.3620344036697248,0.16697719430182645
RFR,50-mae-16,0.35496100917431195,0.16523563694133495
RFR,50-mae-32,0.355552752293578,0.16843402832253182
RFR,50-mae-64,0.35654660550458717,0.16284598670765088
RFR,50-mse-None,0.38569158475316734,0.17617743678386083
RFR,50-mse-2,0.3891871672233008,0.1877408835846177
RFR,50-mse-4,0.37925361666351287,0.17839225627195604
RFR,50-mse-8,0.37465282328527744,0.17222412084392472
RFR,50-mse-16,0.3968564056356487,0.1854655798127885
RFR,50-mse-32,0.3761237986020096,0.17430052863117168
RFR,50-mse-64,0.37545152408753335,0.17419830136333964
RFR,60-mae-None,0.3654568042813457,0.16959327839617883
RFR,60-mae-2,0.3828460244648318,0.18363056850751436
RFR,60-mae-4,0.3555332568807339,0.16729184783244022
RFR,60-mae-8,0.37906406727828756,0.1744608980184048
RFR,60-mae-16,0.35473623853211017,0.16575702650824384
RFR,60-mae-32,0.3715863914373089,0.17309046171992637
RFR,60-mae-64,0.36211964831804283,0.16809839978513785
RFR,60-mse-None,0.3690486763385272,0.1707138861088523
RFR,60-mse-2,0.37891827884877854,0.1832456335424723
RFR,60-mse-4,0.37805681798026985,0.17655434356201888
RFR,60-mse-8,0.3835815767438474,0.1796586697455032
RFR,60-mse-16,0.3800566356002137,0.1770257797251015
RFR,60-mse-32,0.3921570273508347,0.18430277687428667
RFR,60-mse-64,0.3685774037061308,0.1698984726778819
RFR,70-mae-None,0.3596117300131063,0.16698354165628887
RFR,70-mae-2,0.38097994757536047,0.18497741306445384
RFR,70-mae-4,0.3627277195281783,0.16877092032124696
RFR,70-mae-8,0.3566661205766711,0.16422712530639733
RFR,70-mae-16,0.37219528178243777,0.17174223335491934
RFR,70-mae-32,0.36567660550458725,0.16820002621661417
RFR,70-mae-64,0.3658573394495413,0.16584799787748922
RFR,70-mse-None,0.3782511311864196,0.17616152586400413
RFR,70-mse-2,0.3779183595396859,0.182737347090093
RFR,70-mse-4,0.36548899204552543,0.1705483429796953
RFR,70-mse-8,0.37714382060163515,0.17447795248148262
RFR,70-mse-16,0.3770528199047203,0.1744163307158619
RFR,70-mse-32,0.3804773333645385,0.17529871922202306
RFR,70-mse-64,0.3871607896981422,0.1789551867752468
RFR,80-mae-None,0.3607769495412845,0.16716538840901446
RFR,80-mae-2,0.3823290711009175,0.18444873745531215
RFR,80-mae-4,0.369805504587156,0.17508244794056693
RFR,80-mae-8,0.3695283830275229,0.1706698659328708
RFR,80-mae-16,0.38347190366972483,0.174535854712882
RFR,80-mae-32,0.3624928325688074,0.16521420080183177
RFR,80-mae-64,0.3680103211009176,0.16986118171871062
RFR,80-mse-None,0.37367132022220906,0.17172342102284668
RFR,80-mse-2,0.3853716773565046,0.18542320502247622
RFR,80-mse-4,0.3721733008093896,0.17616378807542266
RFR,80-mse-8,0.38204973628403965,0.17695520045101545
RFR,80-mse-16,0.3771066877821466,0.17661650401327111
RFR,80-mse-32,0.36942763966251635,0.17079121454433183
RFR,80-mse-64,0.3864466094637396,0.18058452794651014
RFR,90-mae-None,0.3654880224260958,0.16802002498282875
RFR,90-mae-2,0.3802022935779817,0.18315202330695035
RFR,90-mae-4,0.36823995922528036,0.1722559669598831
RFR,90-mae-8,0.36638506625891953,0.16932239919583197
RFR,90-mae-16,0.3643284913353721,0.16736303015448473
RFR,90-mae-32,0.3801010703363915,0.17508865963847253
RFR,90-mae-64,0.3737206931702346,0.17198416651859344
RFR,90-mse-None,0.37334666500817115,0.1713923784774179
RFR,90-mse-2,0.3915848104513069,0.18901032896570927
RFR,90-mse-4,0.3769987999495735,0.17786260678760352
RFR,90-mse-8,0.37383158989045845,0.1708520927951335
RFR,90-mse-16,0.3856261437551576,0.18037173383271793
RFR,90-mse-32,0.3730284071602879,0.17479625683774125
RFR,90-mse-64,0.37598819232076114,0.17309922776663045
LR,LR,0.36724920574694786,0.20165695960610902
