Run Start Time: 06/23/2019, 10:38:49

model type,kernel type,MAE value,MSE Value
RFR,70-mse-4,0.29303594127107707,0.12222026046301804
RFR,70-mse-8,0.3156128645005163,0.13813531809484333
RFR,70-mse-16,0.30306230079470736,0.12853904207665293
RFR,70-mse-32,0.310018368937155,0.13422667390324222
RFR,70-mse-64,0.28229806483609093,0.11609931317292284
RFR,80-mae-None,0.3073164702965058,0.13126106194998158
RFR,80-mae-2,0.2932613121181462,0.12745169154607455
RFR,80-mae-4,0.2992159041956759,0.12660229515193294
RFR,80-mae-8,0.29227586770376796,0.1203154921944795
RFR,80-mae-16,0.2914615293071042,0.1241922527002002
RFR,80-mae-32,0.30853890056843136,0.1323443551817285
RFR,80-mae-64,0.2954100605355255,0.12180559970940952
RFR,80-mse-None,0.3030315614617941,0.12852852125430908
RFR,80-mse-2,0.267872587511476,0.10822799986456569
RFR,80-mse-4,0.2962445649171549,0.12524259103208168
RFR,80-mse-8,0.2962098039507373,0.122140851141591
RFR,80-mse-16,0.3040778869988444,0.1282509631335266
RFR,80-mse-32,0.29081535143230025,0.1206155564445933
RFR,80-mse-64,0.2900208679119182,0.11819479455660205
RFR,90-mae-None,0.2860739985232396,0.11698072635775361
RFR,90-mae-2,0.2923437344610051,0.12724730138989032
RFR,90-mae-4,0.29191996516952357,0.1212440297780433
RFR,90-mae-8,0.3086278634361347,0.13280495224386987
RFR,90-mae-16,0.28504106920252026,0.11354689105261394
RFR,90-mae-32,0.30424991797170364,0.12876324048421744
RFR,90-mae-64,0.30553969163997186,0.13033411011806142
RFR,90-mse-None,0.31545464390769845,0.1390517357619191
RFR,90-mse-2,0.291456168008206,0.12592134016833417
RFR,90-mse-4,0.28810978776984025,0.11867079161157691
RFR,90-mse-8,0.2951088437313438,0.12177304499586307
RFR,90-mse-16,0.29838424618283105,0.12595748565608506
RFR,90-mse-32,0.29924005195108705,0.12566919191368367
RFR,90-mse-64,0.3088237207633104,0.13242525835048896
LR,LR,0.19029866650078578,0.0974693562392083
