SKU,ISO_Week,Sales,Season,Promotion
SKU_102,2018-17,0.09174311926605505,1,0.0
SKU_102,2018-18,0.09174311926605505,1,0.0
SKU_102,2018-19,0.09174311926605505,1,0.0
SKU_102,2018-20,0.9027522935779817,1,0.0
SKU_102,2018-21,0.9339449541284405,1,0.0
SKU_102,2018-22,0.8110091743119267,1,0.0
SKU_102,2018-23,0.7908256880733945,2,0.0
SKU_102,2018-24,0.6201834862385321,2,0.0
SKU_102,2018-25,0.5321100917431193,2,0.0
SKU_102,2018-26,0.7541284403669725,2,0.0
SKU_102,2018-27,0.09174311926605505,2,0.0
SKU_102,2018-28,0.09174311926605505,2,0.0
SKU_102,2018-29,0.009174311926605505,2,0.0
SKU_102,2018-30,0.09174311926605505,2,0.0
SKU_102,2018-31,0.09174311926605505,2,0.0
SKU_102,2018-32,0.09174311926605505,2,0.0
SKU_102,2018-33,0.5339449541284405,2,0.0
SKU_102,2018-34,0.6935779816513762,2,0.0
SKU_102,2018-35,0.5192660550458716,2,0.0
SKU_102,2018-36,0.6293577981651376,3,0.0
SKU_102,2018-37,0.8018348623853212,3,0.0
SKU_102,2018-38,0.7981651376146789,3,0.0
SKU_102,2018-39,0.9027522935779817,3,0.0
SKU_102,2018-40,0.09174311926605505,3,0.0
SKU_102,2018-41,0.09174311926605505,3,0.0
SKU_102,2018-42,0.04954128440366973,3,0.0
SKU_102,2018-43,0.09174311926605505,3,0.0
SKU_102,2018-44,0.09174311926605505,3,0.0
SKU_102,2018-45,0.09174311926605505,3,0.0
SKU_102,2018-46,0.781651376146789,3,0.0
SKU_102,2018-47,0.9779816513761469,3,0.0
SKU_102,2018-48,0.6440366972477064,3,0.0
SKU_102,2018-49,0.9889908256880734,0,0.0
SKU_102,2018-50,0.9853211009174313,0,0.0
SKU_102,2018-51,0.9431192660550459,0,0.0
SKU_102,2018-52,0.9871559633027523,0,0.0
SKU_103,2018-11,0.3853173522201035,1,0.0
SKU_103,2018-12,0.4421819667665486,1,0.0
SKU_103,2018-13,0.4295151184963225,1,0.0
SKU_103,2018-14,0.44579133751021516,1,0.0
SKU_103,2018-15,0.38790520294197767,1,0.0
SKU_103,2018-15,0.38790520294197767,1,0.0
SKU_103,2018-16,0.46186325251974936,1,0.0
SKU_103,2018-17,0.0035412694088804144,1,0.0
SKU_103,2018-18,0.0009534186870062654,1,0.0
SKU_103,2018-19,0.0,1,0.0
SKU_103,2018-20,0.0029964587305911193,1,0.0
SKU_103,2018-21,0.8142195587033506,1,1.0
SKU_103,2018-22,0.7999182783982567,1,1.0
SKU_103,2018-23,0.8166031054208663,2,1.0
SKU_103,2018-24,0.805979297194225,2,1.0
SKU_103,2018-25,0.7137019885589758,2,1.0
SKU_103,2018-26,0.7239852901116862,2,1.0
SKU_103,2018-27,0.7047807137019886,2,1.0
SKU_103,2018-28,0.7528602560610188,2,1.0
SKU_103,2018-29,0.757559248161264,2,1.0
SKU_103,2018-30,0.6283044984891007,2,0.0
SKU_103,2018-31,0.7283437755380006,2,1.0
SKU_103,2018-32,0.7035548896758377,2,1.0
SKU_103,2018-33,0.7965132116589485,2,1.0
SKU_103,2018-34,0.8053663851811496,2,1.0
SKU_103,2018-35,0.7055298283846364,2,1.0
SKU_103,2018-36,0.7976028330155271,3,1.0
SKU_103,2018-37,0.8185099427948789,3,1.0
SKU_103,2018-38,0.2961046036502315,3,0.0
SKU_103,2018-39,0.30781803323345136,3,0.0
SKU_103,2018-40,0.26511849632252793,3,0.0
SKU_103,2018-41,0.2261645328248434,3,0.0
SKU_103,2018-42,0.26770634704440205,3,0.0
SKU_103,2018-43,0.2786706619449741,3,0.0
SKU_103,2018-44,0.32354944156905474,3,0.0
SKU_103,2018-45,0.22984200490329612,3,0.0
SKU_103,2018-46,1.0,3,1.0
SKU_103,2018-47,0.9992508853173523,3,1.0
SKU_103,2018-48,0.8914464723508582,3,1.0
SKU_103,2018-49,0.8007354944156906,0,1.0
SKU_103,2018-50,0.6962680468537183,0,1.0
SKU_103,2018-51,0.7506129120130755,0,1.0
SKU_103,2018-52,0.902751293925361,0,1.0
